week,Sub-Category,Region,units,sales,discount,profit,n_orders,unit_price,unit_cost,units_lag1,units_lag2,units_lag4,units_roll4_mean,units_roll4_std,week_of_year,month,quarter,reorder_point,inventory_level,order_quantity
2016-11-28,Accessories,South,0.0,0.0,0.0,0.0,0.0,27.992,28.3419,3.0,0.0,0.0,2.0,2.449489742783178,48,11,4,9.7,6.0,0.0
2016-12-05,Accessories,South,6.0,101.94,0.0,21.4074,1.0,16.99,13.4221,0.0,3.0,5.0,2.0,2.449489742783178,49,12,4,9.7,6.0,0.0
2016-12-12,Accessories,South,0.0,0.0,0.0,0.0,0.0,16.99,13.4221,6.0,0.0,0.0,2.25,2.8722813232690143,50,12,4,11.2,6.8,0.0
2016-12-19,Accessories,South,6.0,50.88,0.2,14.628,1.0,8.48,6.042000000000001,0.0,6.0,3.0,2.25,2.8722813232690143,51,12,4,11.2,6.8,0.0
2016-12-26,Accessories,South,10.0,77.472,0.2,-12.021,1.0,5.984,6.7751,6.0,0.0,0.0,3.0,3.4641016151377544,52,12,4,14.1,9.0,0.0
2017-01-02,Accessories,South,6.0,191.472,0.2,40.6878,1.0,31.912000000000003,25.1307,10.0,6.0,6.0,5.5,4.123105625617661,1,1,1,20.6,16.5,0.0
2017-01-09,Accessories,South,0.0,0.0,0.0,0.0,0.0,31.912000000000003,25.1307,6.0,10.0,0.0,5.5,4.123105625617661,2,1,1,20.6,16.5,0.0
2017-01-16,Accessories,South,4.0,316.0,0.0,31.6,1.0,79.0,71.1,0.0,6.0,6.0,5.5,4.123105625617661,3,1,1,20.6,16.5,0.0
2017-01-23,Accessories,South,0.0,0.0,0.0,0.0,0.0,79.0,71.1,4.0,0.0,10.0,5.0,4.163331998932265,4,1,1,19.7,15.0,0.0
2017-01-30,Accessories,South,0.0,0.0,0.0,0.0,0.0,79.0,71.1,0.0,4.0,6.0,2.5,2.9999999999999996,5,1,1,12.0,7.5,0.0
2017-02-06,Accessories,South,4.0,100.0,0.0,21.0,1.0,25.0,19.75,0.0,0.0,0.0,1.0,1.9999999999999996,6,2,1,6.7,3.0,0.0
2017-02-13,Accessories,South,0.0,0.0,0.0,0.0,0.0,25.0,19.75,4.0,0.0,4.0,2.0,2.3094010767585025,7,2,1,9.4,6.0,0.0
2017-02-20,Accessories,South,0.0,0.0,0.0,0.0,0.0,25.0,19.75,0.0,4.0,0.0,1.0,1.9999999999999996,8,2,1,6.7,3.0,0.0
2017-02-27,Accessories,South,0.0,0.0,0.0,0.0,0.0,25.0,19.75,0.0,0.0,0.0,1.0,1.9999999999999996,9,2,1,6.7,3.0,0.0
2017-03-06,Accessories,South,0.0,0.0,0.0,0.0,0.0,25.0,19.75,0.0,0.0,4.0,1.0,1.9999999999999996,10,3,1,6.7,3.0,0.0
2017-03-13,Accessories,South,0.0,0.0,0.0,0.0,0.0,25.0,19.75,0.0,0.0,0.0,0.0,0.0,11,3,1,0.0,0.0,0.0
2017-03-20,Accessories,South,3.0,119.976,0.2,-17.9964,1.0,39.992,45.9908,0.0,0.0,0.0,0.0,0.0,12,3,1,0.0,0.0,0.0
2017-03-27,Accessories,South,0.0,0.0,0.0,0.0,0.0,39.992,45.9908,3.0,0.0,0.0,0.75,1.5,13,3,1,5.0,2.2,0.0
2017-04-03,Accessories,South,0.0,0.0,0.0,0.0,0.0,39.992,45.9908,0.0,3.0,0.0,0.75,1.5,14,4,2,5.0,2.2,0.0
2017-04-10,Accessories,South,16.0,735.872,0.20000000000000004,139.7344,2.0,41.858666666666664,33.86363333333333,0.0,0.0,0.0,0.75,1.5,15,4,2,5.0,2.2,0.0
2017-04-17,Accessories,South,0.0,0.0,0.0,0.0,0.0,41.858666666666664,33.86363333333333,16.0,0.0,3.0,4.75,7.632168761236874,16,4,2,27.3,14.2,0.0
2017-04-24,Accessories,South,0.0,0.0,0.0,0.0,0.0,41.858666666666664,33.86363333333333,0.0,16.0,0.0,4.0,8.0,17,4,2,26.7,12.0,0.0
2017-05-01,Accessories,South,0.0,0.0,0.0,0.0,0.0,41.858666666666664,33.86363333333333,0.0,0.0,0.0,4.0,8.0,18,5,2,26.7,12.0,0.0
2017-05-08,Accessories,South,0.0,0.0,0.0,0.0,0.0,41.858666666666664,33.86363333333333,0.0,0.0,16.0,4.0,8.0,19,5,2,26.7,12.0,0.0
2017-05-15,Accessories,South,0.0,0.0,0.0,0.0,0.0,41.858666666666664,33.86363333333333,0.0,0.0,0.0,0.0,0.0,20,5,2,0.0,0.0,0.0
2017-05-22,Accessories,South,2.0,47.92,0.2,11.98,1.0,23.96,17.97,0.0,0.0,0.0,0.0,0.0,21,5,2,0.0,0.0,0.0
2017-05-29,Accessories,South,8.0,2091.68,0.0,680.1762,2.0,192.97,131.80945,2.0,0.0,0.0,0.5,1.0,22,5,2,3.3,1.5,0.0
2017-06-05,Accessories,South,12.0,530.16,0.0,210.0243,1.0,48.910000000000004,29.772566666666666,8.0,2.0,0.0,2.5,3.785938897200182,23,6,2,13.8,7.5,0.0
2017-06-12,Accessories,South,2.0,18.464,0.2,2.308,1.0,9.232,8.078,12.0,8.0,0.0,5.5,5.507570547286101,24,6,2,23.9,16.5,0.0
2017-06-19,Accessories,South,0.0,0.0,0.0,0.0,0.0,9.232,8.078,2.0,12.0,2.0,6.0,4.898979485566356,25,6,2,23.4,18.0,0.0
2017-06-26,Accessories,South,0.0,0.0,0.0,0.0,0.0,9.232,8.078,0.0,2.0,8.0,5.5,5.507570547286101,26,6,2,23.9,16.5,0.0
2017-07-03,Accessories,South,0.0,0.0,0.0,0.0,0.0,9.232,8.078,0.0,0.0,12.0,3.5,5.744562646538029,27,7,3,20.4,10.5,0.0
2017-07-10,Accessories,South,4.0,104.98,0.0,25.4852,2.0,26.245,19.8737,0.0,0.0,2.0,0.5,0.9999999999999983,28,7,3,3.3,1.5,0.0
2017-07-17,Accessories,South,0.0,0.0,0.0,0.0,0.0,26.245,19.8737,4.0,0.0,0.0,1.0,2.0,29,7,3,6.7,3.0,0.0
2017-07-24,Accessories,South,0.0,0.0,0.0,0.0,0.0,26.245,19.8737,0.0,4.0,0.0,1.0,2.0,30,7,3,6.7,3.0,0.0
2017-07-31,Accessories,South,0.0,0.0,0.0,0.0,0.0,26.245,19.8737,0.0,0.0,0.0,1.0,2.0,31,7,3,6.7,3.0,0.0
2017-08-07,Accessories,South,2.0,71.98,0.0,15.1158,1.0,35.99,28.432100000000002,0.0,0.0,4.0,1.0,2.0,32,8,3,6.7,3.0,0.0
2017-08-14,Accessories,South,0.0,0.0,0.0,0.0,0.0,35.99,28.432100000000002,2.0,0.0,0.0,0.5,1.0,33,8,3,3.3,1.5,0.0
2017-08-21,Accessories,South,0.0,0.0,0.0,0.0,0.0,35.99,28.432100000000002,0.0,2.0,0.0,0.5,1.0,34,8,3,3.3,1.5,0.0
2017-08-28,Accessories,South,3.0,1012.68,0.2,303.804,1.0,337.56,236.292,0.0,0.0,0.0,0.5,1.0,35,8,3,3.3,1.5,0.0
2017-09-04,Accessories,South,4.0,35.168,0.2,8.3524,1.0,8.792,6.7039,3.0,0.0,2.0,1.25,1.5,36,9,3,6.0,3.8,0.0
2017-09-11,Accessories,South,3.0,20.7,0.0,1.656,1.0,6.8999999999999995,6.348,4.0,3.0,0.0,1.75,2.0615528128088303,37,9,3,8.3,5.2,0.0
2017-09-18,Accessories,South,5.0,249.95,0.0,107.4785,1.0,49.989999999999995,28.4943,3.0,4.0,0.0,2.5,1.7320508075688772,38,9,3,9.0,7.5,0.0
2017-09-25,Accessories,South,6.0,641.946,0.1,-4.206000000000003,2.0,106.99099999999999,107.692,5.0,3.0,3.0,3.75,0.957427107756338,39,9,3,9.7,11.2,0.0
2017-10-02,Accessories,South,0.0,0.0,0.0,0.0,0.0,106.99099999999999,107.692,6.0,5.0,4.0,4.5,1.2909944487358054,40,10,4,12.0,13.5,0.0
2017-10-09,Accessories,South,1.0,22.704,0.2,5.9598,1.0,22.704,16.7442,0.0,6.0,3.0,3.5,2.6457513110645907,41,10,4,13.2,10.5,0.0
2017-10-16,Accessories,South,0.0,0.0,0.0,0.0,0.0,22.704,16.7442,1.0,0.0,5.0,3.0,2.943920288775949,42,10,4,12.9,9.0,0.0
2017-10-23,Accessories,South,0.0,0.0,0.0,0.0,0.0,22.704,16.7442,0.0,1.0,6.0,1.75,2.8722813232690143,43,10,4,10.2,5.2,0.0
2017-10-30,Accessories,South,3.0,89.97,0.0,18.8937,1.0,29.99,23.6921,0.0,0.0,0.0,0.25,0.49999999999999917,44,10,4,1.7,0.8,0.0
2017-11-06,Accessories,South,0.0,0.0,0.0,0.0,0.0,29.99,23.6921,3.0,0.0,1.0,1.0,1.414213562373095,45,11,4,5.3,3.0,0.0
2017-11-13,Accessories,South,6.0,1819.94,0.0,642.9794,2.0,289.99,195.24315,0.0,3.0,0.0,0.75,1.4999999999999998,46,11,4,5.0,2.2,0.0
2017-11-20,Accessories,South,0.0,0.0,0.0,0.0,0.0,289.99,195.24315,6.0,0.0,0.0,2.25,2.8722813232690143,47,11,4,11.2,6.8,0.0
2017-11-27,Accessories,South,6.0,101.7,0.0,6.102,1.0,16.95,15.933,0.0,6.0,3.0,2.25,2.8722813232690143,48,11,4,11.2,6.8,0.0
2017-12-04,Accessories,South,6.0,84.672,0.2,15.3954,1.0,14.111999999999998,11.546099999999997,6.0,0.0,0.0,3.0,3.4641016151377544,49,12,4,14.1,9.0,0.0
2017-12-11,Accessories,South,5.0,249.95,0.0,19.996,1.0,49.989999999999995,45.99079999999999,6.0,6.0,6.0,4.5,3.0,50,12,4,16.0,13.5,0.0
2017-12-18,Accessories,South,11.0,321.98,0.1,85.323,2.0,27.03,20.799500000000002,5.0,6.0,0.0,4.25,2.8722813232690143,51,12,4,15.2,12.8,0.0
2017-12-25,Accessories,South,2.0,399.98,0.0,171.9914,1.0,199.99,113.99430000000001,11.0,5.0,6.0,7.0,2.70801280154532,52,12,4,20.3,21.0,0.0
2018-01-01,Accessories,South,0.0,0.0,0.0,0.0,0.0,199.99,113.99430000000001,2.0,11.0,6.0,6.0,3.7416573867739413,1,1,1,20.7,18.0,0.0
2018-01-08,Accessories,South,0.0,0.0,0.0,0.0,0.0,199.99,113.99430000000001,0.0,2.0,5.0,4.5,4.795831523312719,2,1,1,20.2,13.5,0.0
2018-01-15,Accessories,South,0.0,0.0,0.0,0.0,0.0,199.99,113.99430000000001,0.0,0.0,11.0,3.25,5.251983752196243,3,1,1,18.8,9.8,0.0
2018-01-22,Accessories,South,0.0,0.0,0.0,0.0,0.0,199.99,113.99430000000001,0.0,0.0,2.0,0.5,0.9999999999999983,4,1,1,3.3,1.5,0.0
2018-01-29,Accessories,South,0.0,0.0,0.0,0.0,0.0,199.99,113.99430000000001,0.0,0.0,0.0,0.0,0.0,5,1,1,0.0,0.0,0.0
2018-02-05,Accessories,South,0.0,0.0,0.0,0.0,0.0,199.99,113.99430000000001,0.0,0.0,0.0,0.0,0.0,6,2,1,0.0,0.0,0.0
2018-02-12,Accessories,South,0.0,0.0,0.0,0.0,0.0,199.99,113.99430000000001,0.0,0.0,0.0,0.0,0.0,7,2,1,0.0,0.0,0.0
2018-02-19,Accessories,South,0.0,0.0,0.0,0.0,0.0,199.99,113.99430000000001,0.0,0.0,0.0,0.0,0.0,8,2,1,0.0,0.0,0.0
2018-02-26,Accessories,South,0.0,0.0,0.0,0.0,0.0,199.99,113.99430000000001,0.0,0.0,0.0,0.0,0.0,9,2,1,0.0,0.0,0.0
2018-03-05,Accessories,South,3.0,299.97,0.0,125.9874,1.0,99.99000000000001,57.99420000000001,0.0,0.0,0.0,0.0,0.0,10,3,1,0.0,0.0,0.0
2018-03-12,Accessories,South,0.0,0.0,0.0,0.0,0.0,99.99000000000001,57.99420000000001,3.0,0.0,0.0,0.75,1.5,11,3,1,5.0,2.2,0.0
2018-03-19,Accessories,South,0.0,0.0,0.0,0.0,0.0,99.99000000000001,57.99420000000001,0.0,3.0,0.0,0.75,1.5,12,3,1,5.0,2.2,0.0
2018-03-26,Accessories,South,3.0,53.25,0.0,20.7675,1.0,17.75,10.8275,0.0,0.0,0.0,0.75,1.5,13,3,1,5.0,2.2,0.0
2018-04-02,Accessories,South,7.0,977.976,0.1,121.8753,2.0,147.99599999999998,133.08345,3.0,0.0,3.0,1.5,1.7320508075688772,14,4,2,7.0,4.5,0.0
2018-04-09,Accessories,South,0.0,0.0,0.0,0.0,0.0,147.99599999999998,133.08345,7.0,3.0,0.0,2.5,3.3166247903554,15,4,2,12.7,7.5,0.0
2018-04-16,Accessories,South,2.0,25.98,0.0,1.5588,1.0,12.99,12.2106,0.0,7.0,0.0,2.5,3.3166247903554,16,4,2,12.7,7.5,0.0
2018-04-23,Accessories,South,2.0,45.408,0.2,11.9196,1.0,22.704,16.7442,2.0,0.0,3.0,3.0,2.943920288775949,17,4,2,12.9,9.0,0.0
2018-04-30,Accessories,South,8.0,51.275999999999996,0.1,18.8355,2.0,5.286,3.35295,2.0,2.0,7.0,2.75,2.9860788111948193,18,4,2,12.5,8.2,0.0
2018-05-07,Accessories,South,0.0,0.0,0.0,0.0,0.0,5.286,3.35295,8.0,2.0,0.0,3.0,3.4641016151377544,19,5,2,14.1,9.0,0.0
2018-05-14,Accessories,South,4.0,67.8,0.0,4.068,1.0,16.95,15.933,0.0,8.0,2.0,3.0,3.4641016151377544,20,5,2,14.1,9.0,0.0
2018-05-21,Accessories,South,5.0,50.272,0.1,7.2639000000000005,2.0,10.302,8.51435,4.0,0.0,2.0,3.5,3.415650255319866,21,5,2,15.0,10.5,0.0
2018-05-28,Accessories,South,3.0,316.392,0.2,-6.7149,1.0,130.596,132.91845,5.0,4.0,8.0,4.25,3.304037933599835,22,5,2,16.2,12.8,0.0
2018-06-04,Accessories,South,0.0,0.0,0.0,0.0,0.0,130.596,132.91845,3.0,5.0,0.0,3.0,2.160246899469287,23,6,2,11.0,9.0,0.0
2018-06-11,Accessories,South,0.0,0.0,0.0,0.0,0.0,130.596,132.91845,0.0,3.0,4.0,3.0,2.160246899469287,24,6,2,11.0,9.0,0.0
2018-06-18,Accessories,South,0.0,0.0,0.0,0.0,0.0,130.596,132.91845,0.0,0.0,5.0,2.0,2.449489742783178,25,6,2,9.7,6.0,0.0
2018-06-25,Accessories,South,0.0,0.0,0.0,0.0,0.0,130.596,132.91845,0.0,0.0,3.0,0.75,1.5,26,6,2,5.0,2.2,0.0
2018-07-02,Accessories,South,2.0,24.0,0.2,-2.7,1.0,12.0,13.35,0.0,0.0,0.0,0.0,0.0,27,7,3,0.0,0.0,0.0
2018-07-09,Accessories,South,0.0,0.0,0.0,0.0,0.0,12.0,13.35,2.0,0.0,0.0,0.5,1.0,28,7,3,3.3,1.5,0.0
2018-07-16,Accessories,South,0.0,0.0,0.0,0.0,0.0,12.0,13.35,0.0,2.0,0.0,0.5,1.0,29,7,3,3.3,1.5,0.0
2018-07-23,Accessories,South,0.0,0.0,0.0,0.0,0.0,12.0,13.35,0.0,0.0,0.0,0.5,1.0,30,7,3,3.3,1.5,0.0
2018-07-30,Accessories,South,2.0,41.424,0.2,8.2848,1.0,20.712,16.5696,0.0,0.0,2.0,0.5,1.0,31,7,3,3.3,1.5,0.0
2018-08-06,Accessories,South,1.0,79.992,0.2,21.9978,1.0,79.992,57.994200000000006,2.0,0.0,0.0,0.5,1.0,32,8,3,3.3,1.5,0.0
2018-08-13,Accessories,South,8.0,99.744,0.1,10.2912,2.0,8.576,7.639199999999999,1.0,2.0,0.0,0.75,0.9574271077563381,33,8,3,3.7,2.2,0.0
2018-08-20,Accessories,South,2.0,71.98,0.0,15.1158,1.0,35.99,28.432100000000002,8.0,1.0,0.0,2.75,3.593976442141304,34,8,3,13.9,8.2,0.0
2018-08-27,Accessories,South,2.0,659.9,0.0,217.767,1.0,329.95,221.0665,2.0,8.0,2.0,3.25,3.2015621187164243,35,8,3,14.0,9.8,0.0
2018-09-03,Accessories,South,4.0,89.568,0.2,-1.1196,1.0,22.392,22.6719,2.0,2.0,1.0,3.25,3.2015621187164243,36,9,3,14.0,9.8,0.0
2018-09-10,Accessories,South,1.0,18.0,0.0,3.24,1.0,18.0,14.76,4.0,2.0,8.0,4.0,2.8284271247461903,37,9,3,14.6,12.0,0.0
2018-09-17,Accessories,South,10.0,234.89999999999998,0.0,79.362,2.0,23.49,15.553799999999999,1.0,4.0,2.0,2.25,1.2583057392117918,38,9,3,7.4,6.8,0.0
2018-09-24,Accessories,South,3.0,17.88,0.2,2.4585,1.0,5.96,5.140499999999999,10.0,1.0,2.0,4.25,4.031128874149275,39,9,3,17.9,12.8,0.0
2018-10-01,Accessories,South,0.0,0.0,0.0,0.0,0.0,5.96,5.140499999999999,3.0,10.0,4.0,4.5,3.872983346207417,40,10,4,18.0,13.5,0.0
2018-10-08,Accessories,South,0.0,0.0,0.0,0.0,0.0,5.96,5.140499999999999,0.0,3.0,1.0,3.5,4.509249752822894,41,10,4,17.5,10.5,0.0
2018-10-15,Accessories,South,2.0,18.528,0.2,4.4004,1.0,9.264,7.063799999999999,0.0,0.0,10.0,3.25,4.716990566028302,42,10,4,17.5,9.8,0.0
2018-10-22,Accessories,South,0.0,0.0,0.0,0.0,0.0,9.264,7.063799999999999,2.0,0.0,3.0,1.25,1.5,43,10,4,6.0,3.8,0.0
2018-10-29,Accessories,South,12.0,2345.886,0.1,533.0754,2.0,140.99099999999999,109.6428,0.0,2.0,0.0,0.5,0.9999999999999999,44,10,4,3.3,1.5,0.0
2018-11-05,Accessories,South,3.0,191.976,0.2,38.3952,1.0,63.992,51.1936,12.0,0.0,0.0,3.5,5.7445626465380295,45,11,4,20.4,10.5,0.0
2018-11-12,Accessories,South,14.0,751.07,0.06666666666666667,160.57840000000002,3.0,65.404,47.61953333333333,3.0,12.0,2.0,4.25,5.315072906367325,46,11,4,20.9,12.8,0.0
2018-11-19,Accessories,South,8.0,74.112,0.2,17.6016,1.0,9.264,7.063799999999999,14.0,3.0,0.0,7.25,6.800735254367722,47,11,4,30.4,21.8,0.0
2018-11-26,Accessories,South,3.0,383.976,0.2,81.5949,1.0,127.992,100.7937,8.0,14.0,12.0,9.25,4.856267428111155,48,11,4,29.8,27.8,0.0
2018-12-03,Accessories,South,10.0,246.44199999999998,0.06666666666666667,78.9273,3.0,30.093999999999998,22.522499999999997,3.0,8.0,3.0,7.0,5.228129047119374,49,12,4,26.2,21.0,0.0
2018-12-10,Accessories,South,12.0,804.52,0.0,336.8016,2.0,82.96333333333334,47.87193333333334,10.0,3.0,14.0,8.75,4.573474244670748,50,12,4,28.2,26.2,0.0
2018-12-17,Accessories,South,6.0,117.864,0.1,35.3054,2.0,20.591,15.2259,12.0,10.0,8.0,8.25,3.8622100754188224,51,12,4,25.5,24.8,0.0
2015-03-09,Accessories,West,12.0,82.8,0.0,6.624,1.0,6.8999999999999995,6.348,0.0,0.0,3.0,0.75,1.5,11,3,1,5.0,2.2,0.0
2015-03-16,Accessories,West,0.0,0.0,0.0,0.0,0.0,6.8999999999999995,6.348,12.0,0.0,0.0,3.0,6.0,12,3,1,20.0,9.0,0.0
2015-03-23,Accessories,West,7.0,111.78,0.0,24.537,2.0,16.735,13.30875,0.0,12.0,0.0,3.0,6.0,13,3,1,20.0,9.0,0.0
2015-03-30,Accessories,West,5.0,222.29,0.0,80.0244,1.0,50.379999999999995,32.2432,7.0,0.0,0.0,4.75,5.852349955359813,14,3,1,23.2,14.2,0.0
2015-04-06,Accessories,West,15.0,951.27,0.0,365.3316,4.0,63.292500000000004,39.485025,5.0,7.0,12.0,6.0,4.96655480858378,15,4,2,23.6,18.0,0.0
2015-04-13,Accessories,West,0.0,0.0,0.0,0.0,0.0,63.292500000000004,39.485025,15.0,5.0,0.0,6.75,6.238322424070967,16,4,2,28.1,20.2,0.0
2015-04-20,Accessories,West,0.0,0.0,0.0,0.0,0.0,63.292500000000004,39.485025,0.0,15.0,7.0,6.75,6.238322424070967,17,4,2,28.1,20.2,0.0
2015-04-27,Accessories,West,0.0,0.0,0.0,0.0,0.0,63.292500000000004,39.485025,0.0,0.0,5.0,5.0,7.0710678118654755,18,4,2,26.5,15.0,0.0
2015-05-04,Accessories,West,7.0,235.76999999999998,0.0,44.3808,1.0,36.47,29.2427,0.0,0.0,15.0,3.75,7.5,19,5,2,25.0,11.2,0.0
2015-05-11,Accessories,West,6.0,206.37,0.0,55.8735,2.0,34.395,25.082750000000004,7.0,0.0,0.0,1.75,3.5,20,5,2,11.7,5.2,0.0
2015-05-18,Accessories,West,0.0,0.0,0.0,0.0,0.0,34.395,25.082750000000004,6.0,7.0,0.0,3.25,3.774917217635375,21,5,2,15.3,9.8,0.0
2015-05-25,Accessories,West,5.0,127.59,0.0,40.2042,2.0,53.445,34.170899999999996,0.0,6.0,0.0,3.25,3.774917217635375,22,5,2,15.3,9.8,0.0
2015-06-01,Accessories,West,0.0,0.0,0.0,0.0,0.0,53.445,34.170899999999996,5.0,0.0,7.0,4.5,3.1091263510296048,23,6,2,16.3,13.5,0.0
2015-06-08,Accessories,West,0.0,0.0,0.0,0.0,0.0,53.445,34.170899999999996,0.0,5.0,6.0,2.75,3.2015621187164243,24,6,2,13.0,8.2,0.0
2015-06-15,Accessories,West,0.0,0.0,0.0,0.0,0.0,53.445,34.170899999999996,0.0,0.0,0.0,1.25,2.5,25,6,2,8.3,3.8,0.0
2015-06-22,Accessories,West,6.0,196.752,0.2,56.5662,1.0,32.792,23.3643,0.0,0.0,5.0,1.25,2.5,26,6,2,8.3,3.8,0.0
2015-06-29,Accessories,West,0.0,0.0,0.0,0.0,0.0,32.792,23.3643,6.0,0.0,0.0,1.5,3.0,27,6,2,10.0,4.5,0.0
2015-07-06,Accessories,West,0.0,0.0,0.0,0.0,0.0,32.792,23.3643,0.0,6.0,0.0,1.5,3.0,28,7,3,10.0,4.5,0.0
2015-07-13,Accessories,West,0.0,0.0,0.0,0.0,0.0,32.792,23.3643,0.0,0.0,0.0,1.5,3.0,29,7,3,10.0,4.5,0.0
2015-07-20,Accessories,West,33.0,1872.816,0.06666666666666667,274.09319999999997,5.0,47.474333333333334,37.98656666666667,0.0,0.0,6.0,1.5,3.0,30,7,3,10.0,4.5,0.0
2015-07-27,Accessories,West,2.0,238.0,0.0,38.08,1.0,119.0,99.96000000000001,33.0,0.0,0.0,8.25,16.5,31,7,3,55.0,24.8,0.0
2015-08-03,Accessories,West,4.0,112.336,0.1,-9.1613,2.0,24.176000000000002,25.15755,2.0,33.0,0.0,8.75,16.194134740701646,32,8,3,55.3,26.2,0.0
2015-08-10,Accessories,West,0.0,0.0,0.0,0.0,0.0,24.176000000000002,25.15755,4.0,2.0,0.0,9.75,15.58578412100805,33,8,3,55.9,29.2,0.0
2015-08-17,Accessories,West,0.0,0.0,0.0,0.0,0.0,24.176000000000002,25.15755,0.0,4.0,33.0,9.75,15.58578412100805,34,8,3,55.9,29.2,0.0
2015-08-24,Accessories,West,13.0,271.9,0.0,53.416,2.0,20.560000000000002,16.0803,0.0,0.0,2.0,1.5,1.9148542155126762,35,8,3,7.5,4.5,0.0
2015-08-31,Accessories,West,9.0,92.52,0.0,18.504,1.0,10.28,8.223999999999998,13.0,0.0,4.0,4.25,6.13052471924984,36,8,3,22.8,12.8,0.0
2015-09-07,Accessories,West,10.0,512.92,0.0,165.4322,2.0,55.055,38.181174999999996,9.0,13.0,0.0,5.5,6.557438524302,37,9,3,26.3,16.5,0.0
2015-09-14,Accessories,West,10.0,55.92,0.2,16.776,1.0,5.5920000000000005,3.9144000000000005,10.0,9.0,0.0,8.0,5.597618541248888,38,9,3,29.1,24.0,0.0
2015-09-21,Accessories,West,0.0,0.0,0.0,0.0,0.0,5.5920000000000005,3.9144000000000005,10.0,10.0,13.0,10.5,1.7320508075688776,39,9,3,25.0,31.5,0.0
2015-09-28,Accessories,West,1.0,7.16,0.2,-0.0895,1.0,7.16,7.2495,0.0,10.0,9.0,7.25,4.856267428111155,40,9,3,25.8,21.8,0.0
2015-10-05,Accessories,West,10.0,454.07,0.0,95.5519,3.0,40.67333333333334,30.719066666666667,1.0,0.0,10.0,5.25,5.5,41,10,4,23.3,15.8,0.0
2015-10-12,Accessories,West,5.0,205.75,0.0,88.9636,2.0,36.44,21.3979,10.0,1.0,10.0,5.25,5.5,42,10,4,23.3,15.8,0.0
2015-10-19,Accessories,West,0.0,0.0,0.0,0.0,0.0,36.44,21.3979,5.0,10.0,0.0,4.0,4.546060565661952,43,10,4,18.6,12.0,0.0
2015-10-26,Accessories,West,9.0,251.91,0.0,47.8629,1.0,27.99,22.6719,0.0,5.0,1.0,4.0,4.546060565661952,44,10,4,18.6,12.0,0.0
2015-11-02,Accessories,West,2.0,41.94,0.0,15.0984,1.0,20.97,13.4208,9.0,0.0,10.0,6.0,4.546060565661952,45,11,4,22.6,18.0,0.0
2015-11-09,Accessories,West,11.0,885.59,0.0,166.3749,3.0,94.35666666666667,75.89076666666668,2.0,9.0,5.0,4.0,3.915780041490244,46,11,4,17.1,12.0,0.0
2015-11-16,Accessories,West,3.0,194.97,0.0,36.495400000000004,2.0,72.49,56.2419,11.0,2.0,0.0,5.5,5.32290647422377,47,11,4,23.4,16.5,0.0
2015-11-23,Accessories,West,8.0,169.92000000000002,0.0,41.2804,2.0,24.990000000000002,19.342299999999998,3.0,11.0,9.0,6.25,4.425306015783918,48,11,4,22.8,18.8,0.0
2015-11-30,Accessories,West,4.0,102.24,0.2,-16.614,1.0,25.56,29.7135,8.0,3.0,2.0,6.0,4.242640687119285,49,11,4,21.9,18.0,0.0
2015-12-07,Accessories,West,10.0,103.92,0.2,-18.186,1.0,10.392,12.2106,4.0,8.0,11.0,6.5,3.696845502136472,50,12,4,21.6,19.5,0.0
2015-12-14,Accessories,West,15.0,914.9200000000001,0.13333333333333333,150.6816,3.0,55.66133333333334,46.36266666666666,10.0,4.0,3.0,6.25,3.304037933599835,51,12,4,20.2,18.8,0.0
2015-12-21,Accessories,West,3.0,62.85,0.0,13.1985,1.0,20.95,16.5505,15.0,10.0,8.0,9.25,4.573474244670748,52,12,4,29.2,27.8,0.0
2015-12-28,Accessories,West,0.0,0.0,0.0,0.0,0.0,20.95,16.5505,3.0,15.0,4.0,8.0,5.597618541248888,53,12,4,29.1,24.0,0.0
2016-01-04,Accessories,West,0.0,0.0,0.0,0.0,0.0,20.95,16.5505,0.0,3.0,10.0,7.0,6.782329983125268,1,1,1,29.8,21.0,0.0
2016-01-11,Accessories,West,0.0,0.0,0.0,0.0,0.0,20.95,16.5505,0.0,0.0,15.0,4.5,7.14142842854285,2,1,1,25.7,13.5,0.0
2016-01-18,Accessories,West,0.0,0.0,0.0,0.0,0.0,20.95,16.5505,0.0,0.0,3.0,0.75,1.5,3,1,1,5.0,2.2,0.0
2016-01-25,Accessories,West,0.0,0.0,0.0,0.0,0.0,20.95,16.5505,0.0,0.0,0.0,0.0,0.0,4,1,1,0.0,0.0,0.0
2016-02-01,Accessories,West,0.0,0.0,0.0,0.0,0.0,20.95,16.5505,0.0,0.0,0.0,0.0,0.0,5,2,1,0.0,0.0,0.0
2016-02-08,Accessories,West,0.0,0.0,0.0,0.0,0.0,20.95,16.5505,0.0,0.0,0.0,0.0,0.0,6,2,1,0.0,0.0,0.0
2016-02-15,Accessories,West,0.0,0.0,0.0,0.0,0.0,20.95,16.5505,0.0,0.0,0.0,0.0,0.0,7,2,1,0.0,0.0,0.0
2016-02-22,Accessories,West,9.0,538.92,0.0,80.838,1.0,59.879999999999995,50.897999999999996,0.0,0.0,0.0,0.0,0.0,8,2,1,0.0,0.0,0.0
2016-02-29,Accessories,West,0.0,0.0,0.0,0.0,0.0,59.879999999999995,50.897999999999996,9.0,0.0,0.0,2.25,4.5,9,2,1,15.0,6.8,0.0
